EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Format	
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(C5-2)  WIRE(104)
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Units	
DISPLAYDigital Outputs	IOdisplay	String	Group	IOdisplay
DISPLAYDigital Outputs	IOdisplay	Boolean	Minimized	False
DISPLAYDigital Outputs	IOdisplay	Int32	Top	262
DISPLAYDigital Outputs	IOdisplay	Boolean	SaveRequired	False
DISPLAYDigital Outputs	IOdisplay	Int32	Invert	0
DISPLAYDigital Outputs	IOdisplay	String	ClassType	IOdisplay
DISPLAYDigital Outputs	IOdisplay	String	Tag	DISPLAYDigital Outputs
DISPLAYDigital Outputs	IOdisplay	Int32	Width	700
DISPLAYDigital Outputs	IOdisplay	Int32	ProgID	0
DISPLAYDigital Outputs	IOdisplay	Boolean	RaisesEvent	False
DISPLAYDigital Outputs	IOdisplay	String	Enabled	
DISPLAYDigital Outputs	IOdisplay	String	Format	
DISPLAYDigital Outputs	IOdisplay	String	Group	IOdisplay
DISPLAYDigital Outputs	IOdisplay	Int32	Height	127
DISPLAYDigital Outputs	IOdisplay	Int32	Left	3
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Channel	21
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-58) IO(521)
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Tag	TRANS TEMP SENDER
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Help	11
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	5
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	RawValue	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Device	1
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Type	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Mapping	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Format	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(C5-3)  WIRE(121)
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Units	
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Channel	17
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-20) IO(417)
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Tag	HYDROSTAT FILTER RESTRICT SWITCH
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Help	11
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	RawValue	
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Device	1
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Type	
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Mapping	
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Format	
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(C5-4)  WIRE(134)
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Units	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Channel	16
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-38) IO(516)
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Tag	FUEL LEVEL SENDER
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Help	11
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	5
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	RawValue	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Device	1
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Type	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Mapping	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Format	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(C5-5)  WIRE(120)
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Units	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Channel	18
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-21) IO(418)
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Tag	TRANS CHARGE PRESSURE
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Help	11
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	RawValue	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Device	1
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Type	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Mapping	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Format	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(C5-6)  WIRE(133)
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Units	
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Group	Frequency Outputs
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Double	Max	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Boolean	SaveRequired	False
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	Channel	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	OutputPolarity	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	CalType	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	Direction	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Description	BLK(B-83) IO(700)
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Mapping	
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	ClassType	IO_NIDAQFreqOutput
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Tag	SPEED SENSOR LEFT SIGNAL
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Help	6
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	EdgeMode	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	RawValue	
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	GateMode	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Device	1
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	ProgID	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Type	
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Double	Value	3000
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Boolean	RaisesEvent	False
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	DeviceNmb	2
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Enabled	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Double	DutyCycle	0.5
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Double	Min	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Format	0.00
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	Int32	OutputType	0
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Group	Frequency Outputs
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Detail	CAB(C5-7)  WIRE(244)
SPEED SENSOR LEFT SIGNAL	IO_NIDAQFreqOutput	String	Units	
DISPLAYFrequency Outputs	IOdisplay	String	Group	IOdisplay
DISPLAYFrequency Outputs	IOdisplay	Boolean	Minimized	False
DISPLAYFrequency Outputs	IOdisplay	Int32	Top	263
DISPLAYFrequency Outputs	IOdisplay	Boolean	SaveRequired	False
DISPLAYFrequency Outputs	IOdisplay	Int32	Invert	0
DISPLAYFrequency Outputs	IOdisplay	String	ClassType	IOdisplay
DISPLAYFrequency Outputs	IOdisplay	String	Tag	DISPLAYFrequency Outputs
DISPLAYFrequency Outputs	IOdisplay	Int32	Width	175
DISPLAYFrequency Outputs	IOdisplay	Int32	ProgID	0
DISPLAYFrequency Outputs	IOdisplay	Boolean	RaisesEvent	False
DISPLAYFrequency Outputs	IOdisplay	String	Enabled	
DISPLAYFrequency Outputs	IOdisplay	String	Format	
DISPLAYFrequency Outputs	IOdisplay	String	Group	IOdisplay
DISPLAYFrequency Outputs	IOdisplay	Int32	Height	70
DISPLAYFrequency Outputs	IOdisplay	Int32	Left	530
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Channel	23
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-24) IO(123)
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Tag	SPEED SENSORS POWER SWITCHED
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Help	7
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	RawValue	
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Device	1
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Port	0
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Type	
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Mapping	
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Value	0
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Enabled	0
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Format	
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(C5-9)  WIRE(V1ACC)
SPEED SENSORS POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Units	
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Group	Frequency Outputs
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Double	Max	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Boolean	SaveRequired	False
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	Channel	1
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	OutputPolarity	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	CalType	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	Direction	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Description	BLK(B-86) IO(701)
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Mapping	
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	ClassType	IO_NIDAQFreqOutput
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Tag	SPEED SENSOR RIGHT SIGNAL
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Help	6
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	EdgeMode	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	RawValue	
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	GateMode	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Device	1
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	ProgID	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Type	
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Double	Value	3000
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Boolean	RaisesEvent	False
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	DeviceNmb	2
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Enabled	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Double	DutyCycle	0.5
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Double	Min	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Format	0.00
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	Int32	OutputType	0
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Group	Frequency Outputs
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Detail	CAB(C5-11)  WIRE(218)
SPEED SENSOR RIGHT SIGNAL	IO_NIDAQFreqOutput	String	Units	
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Group	Analog Inputs
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	ModuleNmb	6
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	Max	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	Samples	100
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Boolean	SaveRequired	False
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	Channel	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	InputMode	1
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	Polarity	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	CalType	2
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	Direction	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Description	BLK(A-65) IO(600)
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	Offset	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	ChassisID	1
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	ClassType	IO_NIDAQSCXIAnalogInput
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Tag	PUMP RIGHT FORWARD SOLENOID
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Help	6
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	CalDate	
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	RWV1	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	RawValue	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Device	1
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	CP1	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Double	CP2	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	Int32	ProgID	0
PUMP RIGHT FORWARD SOLENOID	IO_NIDAQSCXIAnalogInput	String	Type	
